solver_window_ms,user_decision_timeout_ms,time_to_deadline_ms,time_in_force,max_slippage_bps,max_gas_cost_usd,max_hops,has_whitelist,has_blacklist,has_limit_price,optimization_goal,surplus_weight,gas_cost_weight,execution_speed_weight,reputation_weight,require_simulation,input_count,output_count,input_asset_types,output_asset_types,input_value_usd,expected_output_value_usd,benchmark_source,benchmark_confidence,expected_gas_usd,expected_slippage_bps,has_nlp_input,nlp_confidence,client_platform,tag_count,strategy,actual_surplus_usd,actual_surplus_pct,actual_price_impact,primary_category,sub_category,detected_priority,complexity_level,risk_level,surplus_usd_weight,surplus_pct_weight,price_impact_weight,gas_cost_weight,gas_efficiency_weight,total_cost_weight,success_rate_weight,reliability_weight,guarantee_weight
60000,300000,462936,immediate,899,2.79,4,True,False,True,maximize_output,18,12,25,45,True,1,1,"[""volatile""]","[""native""]",28930.23,28820.11,internal,0.846,1.98,799,False,0.0,telegram,4,Reputation-Trust,,,,swap,simple_swap,balanced,moderate,medium,,,,12,,,0.423,0.387,0.19
15000,120000,103557,good_til_cancel,662,2.37,2,False,True,True,minimize_gas,10,57,10,23,False,1,2,"[""stable""]","[""volatile"", ""volatile""]",1885.87,1850.75,internal,0.898,1.52,361,True,0.866,telegram,3,Gas-Optimized,,,,swap,multi_hop_swap,cost,simple,medium,,,,57,0.295,0.225,,,
3000,30000,49028,good_til_cancel,566,2.38,2,False,True,False,minimize_gas,15,57,11,17,True,1,1,"[""native""]","[""native""]",10207.77,10260.45,internal,0.826,1.34,509,False,0.0,web,1,Gas-Optimized,,,,limit_order,standard_limit,cost,simple,low,,,,57,0.265,0.289,,,
10000,600000,287058,good_til_cancel,898,2.98,2,False,True,True,balanced,22,16,16,46,True,3,1,"[""native"", ""volatile"", ""stable""]","[""stable""]",48371.86,47576.91,coingecko,0.804,1.68,146,True,0.927,telegram,5,Reputation-Trust,,,,complex_defi,split_route,output,moderate,high,,,,16,,,0.4,0.368,0.232
5000,30000,57729,good_til_cancel,616,2.5,2,True,False,True,maximize_output,11,55,12,22,False,2,1,"[""native"", ""native""]","[""stable""]",12020.98,11912.06,coingecko,0.92,1.7,44,False,0.0,telegram,3,Gas-Optimized,,,,swap,simple_swap,balanced,simple,medium,,,,55,0.274,0.321,,,
5000,30000,188417,good_til_cancel,598,2.04,2,True,False,False,minimize_gas,14,46,11,29,True,2,1,"[""stable"", ""native""]","[""volatile""]",13471.62,13473.81,paraswap,0.915,0.69,113,False,0.0,mobile,4,Gas-Optimized,,,,complex_defi,aggregated_swap,cost,moderate,medium,,,,46,0.348,0.249,,,
3000,30000,188382,good_til_cancel,979,2.19,2,False,True,False,balanced,58,5,14,23,True,1,1,"[""stable""]","[""stable""]",38678.4,39060.38,1inch,0.851,1.9,277,True,0.738,telegram,2,Surplus-First,210.76,0.54,1.43,swap,multi_hop_swap,output,moderate,high,0.48,0.37,0.15,5,,,,,
3000,60000,107065,immediate,518,2.41,2,False,True,True,minimize_gas,18,40,16,26,False,1,1,"[""volatile""]","[""volatile""]",19451.35,19176.47,paraswap,0.949,0.56,70,False,0.0,web,1,Gas-Optimized,,,,limit_order,standard_limit,cost,simple,medium,,,,40,0.281,0.316,,,
10000,60000,115474,good_til_cancel,748,2.62,2,True,True,False,maximize_output,25,17,13,45,True,1,2,"[""native""]","[""native"", ""volatile""]",52663.57,53527.27,internal,0.952,2.05,88,True,0.671,mobile,5,Reputation-Trust,,,,complex_defi,multi_token,balanced,moderate,medium,,,,17,,,0.382,0.313,0.305
10000,60000,82281,fill_or_kill,885,2.72,4,False,True,False,maximize_output,51,11,16,22,True,1,1,"[""native""]","[""stable""]",11765.14,11837.69,1inch,0.838,1.77,615,False,0.0,telegram,2,Surplus-First,571.41,4.83,1.05,swap,multi_hop_swap,output,complex,high,0.485,0.303,0.212,11,,,,,
30000,30000,91479,immediate,730,2.47,3,True,False,True,maximize_output,54,9,11,26,True,1,1,"[""volatile""]","[""volatile""]",2496.33,2525.78,paraswap,0.743,2.07,414,False,0.0,web,5,Surplus-First,606.53,24.01,0.72,complex_defi,aggregated_swap,output,moderate,medium,0.446,0.38,0.174,9,,,,,
5000,300000,198894,fill_or_kill,578,2.29,4,True,True,True,maximize_output,40,7,17,36,False,1,1,"[""stable""]","[""stable""]",44732.33,44945.68,internal,0.881,1.68,267,False,0.0,telegram,2,Surplus-First,350.58,0.78,1.15,complex_defi,split_route,output,complex,medium,0.441,0.355,0.204,7,,,,,
15000,120000,173452,fill_or_kill,662,2.53,4,True,True,False,balanced,53,13,17,17,True,1,1,"[""stable""]","[""volatile""]",17734.93,17225.31,paraswap,0.948,2.16,404,False,0.0,mobile,4,Surplus-First,344.24,2.0,0.91,complex_defi,aggregated_swap,balanced,moderate,high,0.419,0.359,0.222,13,,,,,
10000,60000,30196,good_til_cancel,526,2.49,3,True,True,False,fastest_execution,20,50,18,12,True,1,1,"[""native""]","[""volatile""]",5435.73,5445.78,coingecko,0.983,1.22,88,False,0.0,telegram,2,Gas-Optimized,,,,complex_defi,aggregated_swap,balanced,complex,medium,,,,50,0.316,0.275,,,
10000,300000,173007,good_til_cancel,797,2.99,4,True,False,True,balanced,21,19,14,46,True,2,1,"[""stable"", ""native""]","[""volatile""]",47173.2,46057.52,1inch,0.853,1.94,83,False,0.0,web,3,Reputation-Trust,,,,complex_defi,multi_token,cost,moderate,medium,,,,19,,,0.368,0.376,0.256
15000,120000,155138,good_til_cancel,605,2.99,3,False,True,False,fastest_execution,28,19,3,50,False,1,1,"[""stable""]","[""native""]",42647.78,43212.37,coingecko,0.916,1.34,284,True,0.664,web,4,Reputation-Trust,,,,complex_defi,split_route,balanced,complex,medium,,,,19,,,0.35,0.346,0.304
5000,600000,207509,fill_or_kill,706,2.33,3,True,False,False,balanced,18,23,10,49,True,2,2,"[""native"", ""volatile""]","[""native"", ""stable""]",43820.57,44175.87,internal,0.978,1.7,307,False,0.0,web,1,Reputation-Trust,,,,swap,cross_chain,cost,complex,medium,,,,23,,,0.404,0.327,0.269
15000,30000,177559,good_til_cancel,627,2.22,2,True,False,False,minimize_gas,21,60,12,7,False,2,1,"[""stable"", ""native""]","[""native""]",6533.92,6463.92,internal,0.799,0.87,242,True,0.824,web,4,Gas-Optimized,,,,complex_defi,aggregated_swap,cost,simple,medium,,,,60,0.338,0.175,,,
5000,60000,280961,good_til_cancel,826,2.7,3,True,False,False,maximize_output,22,14,20,44,True,1,1,"[""volatile""]","[""stable""]",28571.97,28147.24,1inch,0.948,1.76,568,True,0.712,telegram,0,Reputation-Trust,,,,complex_defi,split_route,balanced,moderate,medium,,,,14,,,0.426,0.327,0.247
30000,30000,143932,immediate,645,2.2,4,False,True,False,fastest_execution,40,6,16,38,True,2,1,"[""native"", ""native""]","[""stable""]",43436.82,43544.13,1inch,0.984,1.76,413,True,0.916,telegram,4,Surplus-First,141.7,0.33,0.72,complex_defi,aggregated_swap,output,complex,medium,0.453,0.333,0.214,6,,,,,
15000,60000,11457,immediate,687,2.22,3,False,True,False,maximize_output,17,59,13,11,True,1,1,"[""volatile""]","[""stable""]",16415.7,16339.95,internal,0.937,0.52,610,True,0.745,web,4,Gas-Optimized,,,,swap,simple_swap,output,complex,medium,,,,59,0.339,0.233,,,
30000,300000,238006,immediate,644,2.04,3,False,False,True,balanced,51,9,16,24,True,2,1,"[""stable"", ""native""]","[""stable""]",18165.83,17636.77,paraswap,0.786,1.05,107,False,0.0,web,4,Surplus-First,681.53,3.86,1.03,swap,simple_swap,output,moderate,low,0.427,0.397,0.176,9,,,,,
15000,30000,18367,good_til_cancel,531,2.13,3,True,True,True,minimize_gas,11,57,12,20,True,1,1,"[""stable""]","[""stable""]",123.01,121.18,paraswap,0.787,1.1,57,False,0.0,telegram,4,Gas-Optimized,,,,swap,multi_hop_swap,cost,moderate,low,,,,57,0.334,0.169,,,
15000,60000,40228,immediate,513,2.34,3,False,False,False,maximize_output,15,50,19,16,True,1,1,"[""stable""]","[""native""]",6471.67,6367.95,1inch,0.795,0.91,445,True,0.929,mobile,1,Gas-Optimized,,,,swap,simple_swap,cost,moderate,medium,,,,50,0.348,0.246,,,
3000,30000,154194,good_til_cancel,571,2.74,4,True,False,True,maximize_output,46,8,18,28,True,2,1,"[""stable"", ""native""]","[""stable""]",29668.65,29979.33,coingecko,0.92,1.24,266,False,0.0,api,1,Surplus-First,288.79,0.96,0.75,complex_defi,split_route,output,moderate,medium,0.404,0.346,0.25,8,,,,,
3000,300000,21971,good_til_cancel,627,2.17,4,False,True,False,maximize_output,59,15,16,10,False,1,1,"[""native""]","[""native""]",23872.36,24006.99,1inch,0.794,1.44,507,True,0.672,telegram,3,Surplus-First,283.57,1.18,1.39,complex_defi,multi_token,output,complex,medium,0.48,0.384,0.136,15,,,,,
30000,300000,439987,good_til_cancel,837,2.98,3,False,True,True,minimize_gas,17,21,19,43,True,1,2,"[""native""]","[""volatile"", ""volatile""]",21732.7,21454.17,internal,0.896,1.2,307,False,0.0,api,0,Reputation-Trust,,,,swap,multi_hop_swap,balanced,moderate,medium,,,,21,,,0.402,0.335,0.263
60000,60000,308374,good_til_cancel,756,2.98,2,False,True,False,balanced,16,16,26,42,True,1,1,"[""native""]","[""volatile""]",78728.32,79926.74,internal,0.937,1.32,91,True,0.805,telegram,4,Reputation-Trust,,,,complex_defi,aggregated_swap,cost,moderate,high,,,,16,,,0.415,0.353,0.232
3000,120000,167074,immediate,529,2.43,2,True,True,True,minimize_gas,10,53,15,22,True,1,1,"[""stable""]","[""volatile""]",14654.03,14373.57,coingecko,0.764,1.06,159,False,0.0,web,2,Gas-Optimized,,,,swap,simple_swap,cost,simple,medium,,,,53,0.285,0.284,,,
3000,120000,50957,good_til_cancel,527,2.22,2,False,True,False,fastest_execution,13,60,15,12,False,1,1,"[""native""]","[""volatile""]",14278.58,14420.14,coingecko,0.826,1.74,353,False,0.0,telegram,4,Gas-Optimized,,,,swap,simple_swap,output,simple,medium,,,,60,0.314,0.235,,,
3000,30000,189141,immediate,580,2.41,2,True,False,True,minimize_gas,17,40,10,33,True,1,1,"[""native""]","[""volatile""]",16243.82,15927.77,internal,0.827,0.99,185,False,0.0,telegram,4,Gas-Optimized,,,,swap,multi_hop_swap,cost,simple,medium,,,,40,0.329,0.235,,,
15000,30000,86951,immediate,517,2.09,2,True,True,False,minimize_gas,18,52,15,15,True,2,2,"[""volatile"", ""volatile""]","[""native"", ""native""]",19640.05,19774.75,paraswap,0.756,1.72,282,False,0.0,telegram,4,Gas-Optimized,,,,swap,multi_hop_swap,cost,moderate,low,,,,52,0.307,0.199,,,
3000,60000,196029,fill_or_kill,717,2.21,2,False,True,False,maximize_output,43,13,12,32,False,2,1,"[""native"", ""native""]","[""stable""]",24938.78,24670.42,internal,0.874,1.47,504,True,0.794,api,3,Surplus-First,516.07,2.09,0.32,complex_defi,aggregated_swap,output,complex,high,0.467,0.367,0.166,13,,,,,
5000,30000,133714,good_til_cancel,666,2.02,3,True,False,True,maximize_output,41,14,17,28,True,1,1,"[""native""]","[""volatile""]",31122.92,31637.77,coingecko,0.717,1.97,159,True,0.771,api,4,Surplus-First,406.28,1.28,0.91,swap,multi_hop_swap,output,complex,medium,0.413,0.39,0.197,14,,,,,
15000,60000,145271,immediate,514,2.07,2,True,True,True,minimize_gas,21,51,19,9,True,1,1,"[""volatile""]","[""native""]",17860.7,17788.19,internal,0.825,0.74,396,False,0.0,mobile,3,Gas-Optimized,,,,limit_order,standard_limit,cost,simple,low,,,,51,0.276,0.31,,,
15000,600000,527333,good_til_cancel,613,2.64,4,True,True,True,fastest_execution,22,17,16,45,True,2,1,"[""native"", ""volatile""]","[""volatile""]",40846.95,40826.94,paraswap,0.846,1.82,274,False,0.0,telegram,3,Reputation-Trust,,,,complex_defi,aggregated_swap,balanced,moderate,medium,,,,17,,,0.447,0.323,0.23
15000,60000,502915,good_til_cancel,754,2.4,2,True,False,False,balanced,21,12,13,54,True,1,1,"[""volatile""]","[""native""]",50116.54,50509.79,1inch,0.872,2.06,239,True,0.817,mobile,4,Reputation-Trust,,,,limit_order,standard_limit,balanced,complex,high,,,,12,,,0.352,0.376,0.272
5000,30000,249310,immediate,684,2.7,3,False,False,False,minimize_gas,43,15,10,32,True,1,1,"[""stable""]","[""volatile""]",27791.02,27435.64,paraswap,0.917,2.03,341,True,0.735,mobile,4,Surplus-First,294.59,1.07,0.33,swap,simple_swap,output,complex,medium,0.478,0.377,0.145,15,,,,,
60000,120000,428068,good_til_cancel,862,2.25,3,True,False,True,balanced,19,18,9,54,True,2,1,"[""native"", ""volatile""]","[""volatile""]",93198.66,91875.46,paraswap,0.928,1.84,495,False,0.0,telegram,5,Reputation-Trust,,,,complex_defi,multi_token,cost,complex,high,,,,18,,,0.444,0.343,0.213
10000,60000,94005,fill_or_kill,823,2.32,4,False,True,False,balanced,55,12,16,17,False,2,1,"[""native"", ""volatile""]","[""stable""]",25563.56,25246.39,paraswap,0.831,1.04,103,True,0.821,mobile,0,Surplus-First,301.65,1.19,1.95,complex_defi,multi_token,balanced,moderate,medium,0.483,0.376,0.141,12,,,,,
5000,300000,174238,good_til_cancel,850,2.71,3,False,False,False,maximize_output,53,12,10,25,False,1,1,"[""volatile""]","[""stable""]",39438.29,39399.49,paraswap,0.737,1.81,629,False,0.0,web,3,Surplus-First,588.08,1.49,0.39,complex_defi,multi_token,output,moderate,high,0.405,0.383,0.212,12,,,,,
30000,120000,70372,fill_or_kill,811,2.66,2,True,False,False,balanced,16,16,22,46,True,1,1,"[""native""]","[""volatile""]",3709.08,3658.47,1inch,0.824,2.23,541,True,0.735,mobile,2,Reputation-Trust,,,,limit_order,stop_loss,cost,moderate,medium,,,,16,,,0.381,0.318,0.301
15000,300000,242706,good_til_cancel,542,2.57,2,False,True,False,maximize_output,49,7,17,27,True,1,1,"[""volatile""]","[""stable""]",27331.15,27545.41,internal,0.858,2.48,102,True,0.704,web,3,Surplus-First,331.82,1.2,1.68,swap,simple_swap,output,moderate,medium,0.459,0.335,0.206,7,,,,,
5000,30000,120457,good_til_cancel,642,2.58,4,False,True,False,maximize_output,43,9,14,34,True,2,1,"[""stable"", ""volatile""]","[""native""]",46263.53,46417.2,1inch,0.728,1.83,310,True,0.61,web,4,Surplus-First,119.33,0.26,1.9,complex_defi,aggregated_swap,output,moderate,high,0.457,0.373,0.17,9,,,,,
30000,30000,126436,good_til_cancel,902,2.39,2,False,True,False,maximize_output,41,13,16,30,True,1,1,"[""native""]","[""native""]",24305.66,23817.25,internal,0.889,1.29,680,True,0.685,api,3,Surplus-First,314.25,1.32,0.85,swap,cross_chain,output,simple,high,0.459,0.302,0.239,13,,,,,
5000,60000,284925,good_til_cancel,742,2.01,3,True,True,False,maximize_output,40,9,13,38,True,1,1,"[""native""]","[""volatile""]",23700.36,23174.75,paraswap,0.885,2.33,403,True,0.925,api,2,Surplus-First,430.92,1.86,0.73,swap,multi_hop_swap,output,complex,medium,0.454,0.366,0.18,9,,,,,
3000,30000,171277,immediate,675,2.04,2,False,True,True,minimize_gas,16,55,15,14,True,1,1,"[""volatile""]","[""volatile""]",3803.63,3796.51,1inch,0.938,1.43,598,False,0.0,api,4,Gas-Optimized,,,,swap,multi_hop_swap,cost,moderate,medium,,,,55,0.307,0.193,,,
30000,120000,292491,good_til_cancel,794,2.33,2,True,True,True,maximize_output,56,6,19,19,True,3,1,"[""volatile"", ""stable"", ""stable""]","[""stable""]",22838.79,23159.15,1inch,0.889,1.11,639,False,0.0,telegram,4,Surplus-First,258.18,1.11,0.31,swap,cross_chain,output,complex,medium,0.483,0.302,0.215,6,,,,,
3000,60000,294441,good_til_cancel,663,2.27,4,False,True,True,maximize_output,59,10,18,13,True,1,2,"[""native""]","[""native"", ""stable""]",3163.09,3135.64,1inch,0.904,2.34,506,False,0.0,api,2,Surplus-First,434.33,13.85,1.6,swap,cross_chain,output,complex,high,0.457,0.309,0.234,10,,,,,
15000,300000,523751,good_til_cancel,876,2.32,3,True,False,False,balanced,23,15,26,36,False,1,1,"[""volatile""]","[""volatile""]",28892.06,29389.58,1inch,0.877,1.6,165,True,0.832,web,3,Reputation-Trust,,,,complex_defi,multi_token,cost,moderate,medium,,,,15,,,0.415,0.392,0.193
15000,30000,60020,fill_or_kill,692,2.17,2,False,True,False,minimize_gas,13,60,15,12,True,1,1,"[""stable""]","[""volatile""]",5531.82,5498.23,paraswap,0.892,1.33,321,False,0.0,mobile,3,Gas-Optimized,,,,swap,multi_hop_swap,cost,simple,medium,,,,60,0.271,0.262,,,
5000,300000,86101,good_til_cancel,789,2.92,3,True,True,True,maximize_output,44,5,15,36,False,1,1,"[""volatile""]","[""volatile""]",14052.91,14178.76,coingecko,0.738,1.04,676,False,0.0,mobile,4,Surplus-First,234.55,1.65,1.74,complex_defi,multi_token,output,moderate,low,0.447,0.365,0.188,5,,,,,
3000,60000,102567,immediate,545,2.19,2,False,False,False,minimize_gas,17,51,15,17,True,1,2,"[""native""]","[""native"", ""stable""]",8802.75,8750.46,coingecko,0.845,1.63,99,False,0.0,telegram,2,Gas-Optimized,,,,swap,multi_hop_swap,cost,simple,low,,,,51,0.288,0.24,,,
30000,120000,225845,good_til_cancel,835,2.65,3,False,False,False,maximize_output,44,9,12,35,True,1,1,"[""native""]","[""native""]",17979.48,17849.96,1inch,0.879,1.24,598,False,0.0,mobile,1,Surplus-First,110.22,0.62,1.99,swap,cross_chain,output,complex,high,0.457,0.344,0.199,9,,,,,
3000,120000,295456,fill_or_kill,830,2.36,3,False,True,True,balanced,54,6,20,20,True,1,1,"[""stable""]","[""native""]",49446.63,49908.9,1inch,0.72,2.15,262,True,0.885,mobile,2,Surplus-First,726.53,1.46,1.66,swap,cross_chain,output,moderate,high,0.411,0.387,0.202,6,,,,,
5000,60000,345838,good_til_cancel,685,2.5,4,False,True,True,maximize_output,26,17,22,35,True,2,1,"[""volatile"", ""native""]","[""native""]",3723.18,3746.2,internal,0.941,1.56,541,True,0.929,telegram,0,Reputation-Trust,,,,complex_defi,split_route,balanced,complex,low,,,,17,,,0.365,0.333,0.302
30000,120000,89261,fill_or_kill,947,2.52,4,True,True,False,balanced,43,6,19,32,False,1,1,"[""volatile""]","[""native""]",43608.04,44286.11,1inch,0.911,2.06,830,False,0.0,web,1,Surplus-First,969.92,2.19,0.31,swap,multi_hop_swap,output,moderate,medium,0.483,0.347,0.17,6,,,,,
30000,120000,257616,fill_or_kill,787,2.96,4,False,True,False,maximize_output,25,15,11,49,True,1,2,"[""native""]","[""volatile"", ""volatile""]",89210.91,86873.31,coingecko,0.84,2.26,375,True,0.88,web,3,Reputation-Trust,,,,swap,cross_chain,balanced,moderate,high,,,,15,,,0.411,0.376,0.213
15000,120000,187658,good_til_cancel,640,2.09,2,False,True,True,minimize_gas,16,42,12,30,True,1,1,"[""volatile""]","[""stable""]",11962.79,11899.61,coingecko,0.865,1.66,420,True,0.688,api,2,Gas-Optimized,,,,limit_order,standard_limit,cost,simple,low,,,,42,0.292,0.262,,,
10000,30000,161968,good_til_cancel,827,2.94,4,True,True,True,maximize_output,45,13,15,27,False,1,1,"[""volatile""]","[""volatile""]",34573.16,33701.63,paraswap,0.939,1.02,580,False,0.0,api,3,Surplus-First,158.5,0.47,1.82,complex_defi,aggregated_swap,output,moderate,medium,0.461,0.383,0.156,13,,,,,
3000,60000,156535,fill_or_kill,544,2.2,2,True,False,True,minimize_gas,19,59,13,9,True,1,2,"[""stable""]","[""volatile"", ""stable""]",18242.03,18028.74,1inch,0.823,1.44,240,False,0.0,telegram,4,Gas-Optimized,,,,swap,multi_hop_swap,cost,simple,medium,,,,59,0.326,0.207,,,
3000,120000,182600,good_til_cancel,768,2.21,2,True,True,True,maximize_output,59,9,16,16,True,1,1,"[""native""]","[""volatile""]",28350.4,28236.58,internal,0.843,1.27,288,False,0.0,mobile,0,Surplus-First,918.67,3.25,2.0,swap,multi_hop_swap,output,moderate,medium,0.441,0.333,0.226,9,,,,,
15000,300000,284025,good_til_cancel,543,2.12,3,False,True,True,maximize_output,46,10,13,31,True,2,1,"[""stable"", ""volatile""]","[""volatile""]",29885.67,30119.23,internal,0.803,2.0,257,False,0.0,api,1,Surplus-First,565.29,1.88,0.35,swap,simple_swap,output,moderate,medium,0.474,0.383,0.143,10,,,,,
30000,300000,91158,immediate,611,2.97,4,True,False,True,maximize_output,55,13,18,14,True,1,2,"[""native""]","[""volatile"", ""native""]",33923.02,33304.27,coingecko,0.973,1.85,346,True,0.817,telegram,5,Surplus-First,371.0,1.11,0.75,complex_defi,multi_token,output,moderate,medium,0.413,0.365,0.222,13,,,,,
60000,300000,464938,good_til_cancel,738,2.76,4,True,False,False,maximize_output,21,10,17,52,False,1,2,"[""stable""]","[""volatile"", ""native""]",51081.97,51991.02,internal,0.915,1.64,173,True,0.748,telegram,2,Reputation-Trust,,,,complex_defi,multi_token,balanced,moderate,medium,,,,10,,,0.396,0.355,0.249
30000,120000,324568,fill_or_kill,682,2.74,4,True,True,False,balanced,24,10,12,54,True,1,1,"[""native""]","[""volatile""]",12453.49,12631.93,1inch,0.97,1.97,329,False,0.0,api,1,Reputation-Trust,,,,complex_defi,aggregated_swap,output,moderate,medium,,,,10,,,0.368,0.345,0.287
5000,60000,45867,good_til_cancel,504,2.61,2,False,False,True,minimize_gas,44,11,19,26,False,1,1,"[""native""]","[""volatile""]",36635.45,36180.32,internal,0.791,1.21,191,True,0.687,api,5,Surplus-First,253.6,0.7,1.4,swap,cross_chain,balanced,moderate,medium,0.478,0.379,0.143,11,,,,,
10000,60000,408670,good_til_cancel,802,2.54,3,False,True,False,fastest_execution,19,24,3,54,True,2,1,"[""volatile"", ""stable""]","[""volatile""]",7671.41,7449.81,internal,0.858,1.69,654,True,0.745,api,1,Reputation-Trust,,,,complex_defi,aggregated_swap,balanced,complex,medium,,,,24,,,0.356,0.325,0.319
15000,120000,39218,immediate,540,2.24,2,False,True,True,balanced,24,51,20,5,False,1,1,"[""volatile""]","[""native""]",1509.32,1492.71,coingecko,0.909,1.59,466,True,0.612,web,3,Gas-Optimized,,,,swap,simple_swap,balanced,simple,low,,,,51,0.264,0.317,,,
3000,30000,193354,fill_or_kill,595,2.4,2,True,False,False,maximize_output,56,13,12,19,True,1,1,"[""volatile""]","[""stable""]",11691.71,11572.08,paraswap,0.806,2.34,324,False,0.0,web,3,Surplus-First,325.47,2.81,1.78,complex_defi,split_route,output,simple,medium,0.42,0.319,0.261,13,,,,,
15000,30000,248857,good_til_cancel,829,2.71,3,False,True,True,maximize_output,59,9,15,17,True,2,1,"[""stable"", ""stable""]","[""stable""]",1998.07,1985.62,paraswap,0.839,2.27,339,False,0.0,mobile,4,Surplus-First,774.18,38.99,1.21,complex_defi,multi_token,output,complex,high,0.44,0.341,0.219,9,,,,,
15000,300000,277708,good_til_cancel,783,2.33,4,False,True,True,maximize_output,26,12,8,54,True,1,2,"[""volatile""]","[""stable"", ""stable""]",41319.09,40570.56,1inch,0.809,1.69,583,True,0.883,web,3,Reputation-Trust,,,,complex_defi,split_route,balanced,moderate,low,,,,12,,,0.441,0.34,0.219
5000,120000,278135,good_til_cancel,714,2.82,3,False,False,True,balanced,47,6,14,33,True,1,1,"[""stable""]","[""volatile""]",4904.22,4980.05,paraswap,0.742,2.2,330,True,0.634,mobile,3,Surplus-First,743.92,14.94,0.46,swap,simple_swap,output,complex,high,0.435,0.357,0.208,6,,,,,
